words,PERSON,NORP,FACILITY,ORGANIZATION,GPE,LOCATION,PRODUCT,EVENT,WORK_OF_ART,LAW,LANGUAGE,DATE,TIME,PERCENT,MONEY,MEASUREMENT,ORDINAL,CARDINAL,MISC,PUNC,O
الرحمن روحانی رو دارند میخونن,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
نیازی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
علم غیب,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
حقه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
باز تر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
از این حرفاست,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
حرفها,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ببره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
زیر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اینها,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
جنایات,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
شریکن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
میشه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ایام مبارک جشن میلاد مسیح,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
سانتا,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
رونمایی کرد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
امثال,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
امیر احمدی ها,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
گذشته مشخص دارن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
در صورتی که,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اصلاح طلبها,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
حتی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مشخص نیستن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
قبل,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ان,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اساسا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اجماع,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مذاکره مستقیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
توافق بر سر مسائل هسته‌ای,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
پیش,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
پیروزی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
برمی‌گردد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
تعهدش,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بیشتره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
احیای دریاچه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
حیای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
رابطه معکوس,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دارند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اشنا,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
رسوا شدی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بین,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
منفور ترین,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
دولت,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بود,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مشاورش,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
هستی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
میخوام,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دستام,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
خفه کنم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
شماها,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
سرهنگ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
می‌بودن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دیگه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
عیش,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ترب,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
زحماتی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
طلاب,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
سيل,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
اخیر,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
کشیدند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دیدن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
خالی از لطف نیست,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
هستم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دشمنی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
امریکا,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
دوستانتان,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
هرجای,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ننگ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ابدی,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ولایت فقیه,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
حزب الله,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ایرانیان,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
عصر حاکمیت,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
فشار خارجی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
حقوق بشر,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
دست می یابند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آخوندها,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
انتظاری,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
البته,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
غیر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آخوندهایی,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+۴|۳|۶۵,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ماجرای,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
متاثر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
معامله تسلیحاتی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
در پوشش,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
رقم خورد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ح,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
الیور,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
همکا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همیشه,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
مرد مذاکره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بودیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
نوشیدن جام زهر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
سابقه,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
دیرینه ای,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
دارد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
حکم میکنه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مجموعه ای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
چنین,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اظهارنظرهای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ساده لوحانه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
عراقچی,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ولش کن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اینا,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
جدی نگیر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
خامنه‌ای,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
نبودن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
میگفتن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
پاره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
میکنیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
رای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
نمیسوزیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
۴ برابر,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
شدن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ارز,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
یه سال,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
میسوزیم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
به باد دادن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
هسته ای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
در قبال هیچ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
جناب ضرغامی,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
خودتان,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
استاد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
سانسور,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
فیلترینگ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
هستید,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
رفتار,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ناراحت شدید,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
بدِ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
رییس جمهورای,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
بعد انقلابه,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
بد و بدتر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
باتوجه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آپشن هایی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ک,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
داره,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اولا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
مردم رای دهنده بهش,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
زبان وارونه گویی آخوندی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
آخرین,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
اظهاراتش,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
گفته است,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
نظام,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
آماده,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آمریکاست,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مذا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
روحانی هیئت,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
پرسیدم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آیا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
شرکت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
راهپیمایی ها,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
برعلیه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اجر اخروی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
پاسخ داد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
چندی پیش,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
یکی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
علمای بزرگ شیعه,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
۵ تن ماهی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
۲ توپ بازی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
۱ چای صافی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
۹۰ هزار تومن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
شماره عمه روحانی و کسی نداره,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
خرداد,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
غریبی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
پیروزی روحانی,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
والیبال,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
یادمه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اتفاقای,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
خوبی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
افتاده بود,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
شیخ حسن,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
گفت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
در صورت,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
برداشتن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
فشارها,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
عذرخواهی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
کارهای,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
غلط,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
احترام متقابل,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
امکان پذیر است,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
آمری,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
سخنرانی های,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
خمینی,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
پخش نمیکنند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
تعفن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بعضی از این روحانیون,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
عذاب,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
بنده,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
میگویم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همه ی,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
بله,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
لطفا,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
یادشون بمونه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دوران,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
همون,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اتفاق افتاد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
گازانبری کردن,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
دانشجوها,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
گیر میداد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
..............,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
خواهر,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
عزیز,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
دردمندم,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
مگر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
زنگنه,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
جان,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
پس,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
فروش نفت,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
صفر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
نميرسد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
پُزنميدى,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
خداروشکر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
به لطف,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
سایه جنگ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
سر,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
برداشته شد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
عقیده,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
همینکه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ایشون,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
برتن دارند,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
گناهه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
واقع,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
دلش به اینا هنوز خوشه,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
شش سال,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
آخوند های مفتخور,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
شیاد,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
اشتباه گرفتید,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
صادق,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
کیست,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مبتکر,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
لقب,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
امام,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
دجال,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
حجاب اجباری,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
کشور,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
طرح,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
اعدام,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
مخالفان,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
نمایش جمعه,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
سال۵۹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
